날짜,시간,경기,게임센터,하이라이트,TV,라디오,구장,비고
,18:30,NC12vs2KT,리뷰,하이라이트,SPO-T,,수원,-
,18:30,KIA10vs11키움,리뷰,하이라이트,SS-T,,고척,-
,18:30,삼성6vs10한화,리뷰,하이라이트,KN-T,,대전,-
05.09(금),18:30,NCvs두산,,,MS-T,,잠실,우천취소
,18:30,KIAvsSSG,,,KN-T,,문학,우천취소
,18:30,LGvs삼성,,,SPO-T,,대구,우천취소
,18:30,롯데vsKT,,,SPO-2T,,수원,우천취소
,18:30,한화7vs5키움,리뷰,하이라이트,SS-T,,고척,-
05.10(토),14:00,한화9vs1키움,리뷰,하이라이트,S-T,,고척,-
,14:00,NCvs두산,,,SPO-2T,,잠실,우천취소
,14:00,KIAvsSSG,,,SPO-T,,문학,우천취소
,,,,,SS-T,,,
,14:00,LG5vs4삼성,리뷰,하이라이트,K-2T,,대구,-
,14:00,롯데vsKT,,,KN-T,,수원,우천취소
,17:00,NC6vs6두산,리뷰,하이라이트,SPO-2T,,잠실,-
,17:00,KIA5vs4SSG,리뷰,하이라이트,SPO-T,,문학,-
,17:00,롯데8vs5KT,리뷰,하이라이트,KN-T,,수원,-
,17:00,LG4vs1삼성,리뷰,하이라이트,MS-T,,대구,-
,,,,,SS-T,,,
05.11(일),14:00,LG7vs4삼성,리뷰,하이라이트,SPO-T,,대구,-
,14:00,한화8vs0키움,리뷰,하이라이트,KN-T,,고척,-
,14:00,NC11vs5두산,리뷰,하이라이트,SPO-2T,,잠실,-
,,,,,MS-T,,,
,14:00,KIA4vs8SSG,리뷰,하이라이트,M-T,,문학,-
,14:00,롯데6vs1KT,리뷰,하이라이트,SS-T,,수원,-
,17:00,NC5vs2두산,리뷰,하이라이트,SPO-2T,,잠실,-
,17:00,KIA1vs5SSG,리뷰,하이라이트,MS-T,,문학,-
,,,,,SPO-T,,,
,17:00,롯데1vs1KT,리뷰,하이라이트,SS-T,,수원,-
,,,,,KN-T,,,
05.13(화),18:30,키움6vs9LG,리뷰,하이라이트,SPO-T,,잠실,-
,18:30,NC3vs6SSG,리뷰,하이라이트,KN-T,,문학,-
,18:30,롯데1vs4KIA,리뷰,하이라이트,SPO-2T,,광주,-
,18:30,두산4vs3한화,리뷰,하이라이트,MS-T,,대전,-
,18:30,KT3vs5삼성,리뷰,하이라이트,SS-T,,포항,-
05.14(수),18:30,키움0vs12LG,리뷰,하이라이트,SPO-T,,잠실,-
,18:30,NC6vs3SSG,리뷰,하이라이트,KN-T,,문학,-
,18:30,롯데4vs0KIA,리뷰,하이라이트,SPO-2T,,광주,-
,18:30,두산7vs1한화,리뷰,하이라이트,MS-T,,대전,-
,18:30,KT3vs2삼성,리뷰,하이라이트,SS-T,,포항,-
05.15(목),18:30,키움2vs6LG,리뷰,하이라이트,SPO-T,,잠실,-
,18:30,NC0vs4SSG,리뷰,하이라이트,KN-T,,문학,-
,18:30,롯데6vs7KIA,리뷰,하이라이트,SPO-2T,,광주,-
,18:30,두산8vs2한화,리뷰,하이라이트,MS-T,,대전,-
,18:30,KT0vs13삼성,리뷰,하이라이트,SS-T,,포항,-
05.16(금),18:30,KTvsLG,,,SS-T,,잠실,우천취소
